Gene,TSG.Training.Set,OG.Training.Set,Neutral.Genes,lincRNA
ENSG00000285325.1_5,0,0,1,1
ENSG00000280099.1_7,0,0,1,1
ENSG00000223653.6_12,1,0,0,0
ENSG00000273264.1_10,0,0,0,0
ENSG00000282057.1_18,0,0,0,0
ENSG00000272691.1_10,0,0,0,1
ENSG00000230285.1_10,0,0,1,1
ENSG00000285210.1_8,0,0,1,1
ENSG00000236915.3_13,0,0,0,0
ENSG00000291014.1_2,0,0,1,1
ENSG00000284846.1_7,0,0,1,1
ENSG00000267734.1_10,0,0,0,0
ENSG00000224198.1,0,0,0,0
ENSG00000267272.5_7,0,0,0,0
ENSG00000284240.1_9,0,0,1,1
ENSG00000227290.2_9,0,0,1,1
ENSG00000237505.8_10,0,0,0,0
ENSG00000279778.1_7,0,0,1,1
ENSG00000286758.1_3,0,0,1,1
ENSG00000289582.1_1,0,0,0,0
ENSG00000286802.1_3,0,0,0,0
ENSG00000284734.1_1,0,0,0,0
ENSG00000237568.1_8,0,0,0,0
ENSG00000290525.1_2,0,0,1,1
ENSG00000286548.1_5,0,0,0,0
ENSG00000231999.8_12,0,0,0,0
ENSG00000230735.1_9,0,0,0,0
ENSG00000231613.1_9,0,0,0,0
ENSG00000272931.1_8,0,0,0,0
ENSG00000272672.1_8,0,0,1,1
ENSG00000287015.1_3,0,0,1,1
ENSG00000287406.1_3,0,0,1,1
ENSG00000287372.1_5,0,0,1,1
ENSG00000229201.1_10,0,0,1,1
ENSG00000287076.1_3,0,0,1,1
ENSG00000233593.12_14,0,0,1,1
ENSG00000285532.2_6,0,0,1,1
ENSG00000225446.3_10,0,0,1,1
ENSG00000272094.1_10,0,0,1,1
ENSG00000289483.1_1,0,0,1,1
ENSG00000273487.1_10,0,0,1,1
ENSG00000289544.1_1,0,0,1,1
ENSG00000287797.1_5,0,0,1,1
ENSG00000223745.8_11,0,0,0,0
ENSG00000224093.7_10,0,0,0,0
ENSG00000260464.1_8,0,0,1,1
ENSG00000233482.1_8,0,0,1,1
ENSG00000226835.4_13,0,0,0,0
ENSG00000236098.1_11,0,0,1,1
ENSG00000286692.1_5,0,0,1,1
ENSG00000288736.2_2,0,0,1,1
ENSG00000223675.1_10,0,0,1,1
ENSG00000235501.8_12,0,0,0,1
ENSG00000230427.1_8,0,0,0,0
ENSG00000231992.1_11,0,0,0,0
ENSG00000226026.7_12,0,0,0,0
ENSG00000228852.6_18,0,0,0,0
ENSG00000287919.1_5,0,0,1,1
ENSG00000228504.1_8,0,0,1,1
ENSG00000230434.3_9,0,0,1,1
ENSG00000237954.7_11,0,0,1,1
ENSG00000233907.1_6,0,0,1,1
ENSG00000228971.4_12,0,0,1,1
ENSG00000271252.1_9,0,0,1,1
ENSG00000237435.10_16,0,0,1,1
ENSG00000231987.1_9,0,1,0,1
ENSG00000232878.3_13,0,0,0,0
ENSG00000232542.1_9,0,0,0,0
ENSG00000235777.1_7,0,0,0,0
ENSG00000225206.12_11,0,0,0,0
ENSG00000259946.1_8,0,0,0,0
ENSG00000288810.1_1,0,0,1,1
ENSG00000285922.1_6,0,0,1,1
ENSG00000226053.1_6,0,0,1,1
ENSG00000280040.1_7,0,0,1,1
ENSG00000232825.3_12,0,0,0,0
ENSG00000224445.3_9,0,0,1,1
ENSG00000228084.3_11,0,0,0,0
ENSG00000288826.1_1,0,0,0,0
ENSG00000241073.1_11,0,0,0,0
ENSG00000285530.1_4,0,0,0,0
ENSG00000224616.5_13,0,0,0,1
ENSG00000223906.1_9,0,0,0,0
ENSG00000228086.1_10,0,0,0,0
ENSG00000230402.2_10,0,0,1,1
ENSG00000285525.1_4,0,0,1,1
ENSG00000273204.1_8,0,0,0,0
ENSG00000235795.1_8,0,0,0,0
ENSG00000233184.9_12,0,0,0,0
ENSG00000289355.2_2,0,0,1,1
ENSG00000225938.3_12,0,0,0,1
ENSG00000231671.1_6,0,0,0,1
ENSG00000226715.4_8,0,0,1,1
ENSG00000289192.1_1,0,0,0,0
ENSG00000233359.2_11,0,0,1,1
ENSG00000230864.1_11,0,0,1,1
ENSG00000232753.1,0,0,1,1
ENSG00000234037.1,0,0,1,1
ENSG00000230759.1_8,0,0,1,1
ENSG00000224613.7_12,0,0,1,1
ENSG00000285981.1_7,0,0,1,1
ENSG00000230768.9_16,0,0,1,1
ENSG00000233047.7_9,0,0,0,1
ENSG00000237480.3_10,0,0,1,1
ENSG00000237460.3_9,0,0,1,1
ENSG00000289612.1_1,0,0,0,0
ENSG00000230489.1_7,0,0,0,0
ENSG00000226822.4_12,0,0,1,1
ENSG00000260879.1_9,0,0,0,0
ENSG00000280186.1_8,0,0,0,0
ENSG00000238122.1_11,0,0,1,1
ENSG00000290547.1_2,0,0,1,1
ENSG00000290552.1_1,0,0,1,1
ENSG00000224698.1_8,0,0,1,1
ENSG00000285923.1_4,0,0,1,1
ENSG00000290126.1_1,0,0,1,1
ENSG00000232971.2_11,0,0,0,0
ENSG00000203897.4_10,0,0,0,0
ENSG00000273382.1_9,0,0,0,0
ENSG00000270066.3_8,0,0,1,1
ENSG00000254942.1_10,0,0,0,0
ENSG00000290117.1_1,0,0,0,0
ENSG00000225113.1_11,0,0,0,0
ENSG00000228703.1_10,0,0,0,0
ENSG00000260246.1_10,0,0,0,0
ENSG00000241720.2_9,0,0,0,0
ENSG00000228420.1_6,0,0,0,1
ENSG00000235005.1_10,0,0,1,1
ENSG00000261055.1_8,0,0,1,1
ENSG00000258634.3_9,0,0,0,0
ENSG00000258673.2_8,0,0,0,1
ENSG00000227091.2_11,0,0,0,0
ENSG00000235526.1_11,0,0,0,0
ENSG00000224965.1_10,0,0,0,1
ENSG00000227963.2_10,0,0,0,0
ENSG00000224699.11_13,0,0,0,0
ENSG00000273373.1_9,0,0,0,0
ENSG00000270380.1_10,0,0,0,0
ENSG00000282887.2_10,0,0,1,1
ENSG00000283999.1_9,0,0,1,1
ENSG00000235407.1_9,0,0,0,1
ENSG00000288803.1_1,0,0,1,1
ENSG00000261654.1_8,0,0,1,1
ENSG00000232811.1_8,0,0,0,0
ENSG00000273010.1_8,0,0,0,0
ENSG00000272982.1_8,0,0,0,0
ENSG00000273221.1_8,0,0,0,0
ENSG00000290764.1_2,0,0,0,1
ENSG00000229283.1_10,0,0,0,0
ENSG00000290561.1_2,0,0,1,1
ENSG00000260948.1_10,0,0,1,1
ENSG00000243960.1_11,0,0,0,0
ENSG00000231346.5_9,0,0,0,0
ENSG00000227811.3_9,0,0,0,0
ENSG00000284830.1_8,0,0,0,0
ENSG00000232558.1_9,0,0,0,0
ENSG00000237556.1_9,0,0,0,0
ENSG00000231437.3_8,0,0,0,1
ENSG00000231246.3_11,0,0,1,1
ENSG00000273483.1_8,0,0,0,0
ENSG00000225075.1_10,0,0,0,0
ENSG00000261595.1_7,0,0,1,1
ENSG00000215866.9_10,0,0,0,1
ENSG00000224167.3_12,0,0,1,1
ENSG00000226419.8_10,1,1,0,0
ENSG00000287807.1_5,0,0,1,1
ENSG00000238198.2_11,0,0,1,1
ENSG00000231128.7_12,0,0,0,0
ENSG00000226167.1_7,0,0,0,0
ENSG00000235527.7_10,0,0,0,0
ENSG00000282048.2_10,0,0,0,0
ENSG00000232895.2_11,0,0,1,1
ENSG00000233730.2_7,0,0,1,1
ENSG00000285698.1_6,0,0,1,1
ENSG00000228035.1_7,0,0,0,0
ENSG00000287103.1_5,0,0,1,1
ENSG00000228127.3_9,0,0,1,1
ENSG00000237993.1_10,0,0,0,0
ENSG00000235933.2_7,0,0,1,1
ENSG00000287217.1_6,0,0,1,1
ENSG00000203865.13_11,0,0,0,0
ENSG00000233154.6_10,0,0,0,1
ENSG00000230381.2_12,0,0,1,1
ENSG00000224950.2_12,0,0,1,1
ENSG00000286276.1_5,0,0,1,1
ENSG00000203864.3_5,0,0,0,1
ENSG00000272715.1_8,0,0,1,1
ENSG00000236137.1_11,0,0,0,0
ENSG00000235202.2_8,0,0,0,1
ENSG00000271427.1_8,0,0,1,1
ENSG00000279513.1_8,0,0,0,0
ENSG00000236866.5_11,0,0,1,1
ENSG00000287980.1_3,0,0,1,1
ENSG00000226172.2_13,0,0,1,1
ENSG00000239216.1_11,0,0,1,1
ENSG00000224238.2_9,0,0,0,0
ENSG00000231365.7_12,0,0,0,0
ENSG00000227712.3_12,0,0,1,1
ENSG00000232650.6_8,0,0,0,1
ENSG00000230921.1_7,0,0,0,0
ENSG00000260941.1_6,0,0,0,1
ENSG00000261662.1,0,0,0,1
ENSG00000273406.1_8,0,0,0,0
ENSG00000273131.1,0,0,0,1
ENSG00000236933.1,0,0,0,0
ENSG00000227193.2_11,0,0,1,1
ENSG00000291123.1_1,0,0,1,1
ENSG00000234998.1,0,0,0,1
ENSG00000233029.3,0,0,0,1
ENSG00000230806.1_10,0,0,0,1
ENSG00000269996.1,0,0,1,1
ENSG00000227082.3_11,0,0,1,1
ENSG00000228826.3_11,0,0,1,1
ENSG00000272583.2_10,0,0,1,1
ENSG00000291141.1_2,0,0,1,1
ENSG00000224857.1_8,0,0,0,1
ENSG00000227552.1,0,0,1,1
ENSG00000233798.2,0,0,1,1
ENSG00000230880.2,0,0,1,1
ENSG00000203849.6,0,0,1,1
ENSG00000234978.1,0,0,1,1
ENSG00000231182.2,0,0,1,1
ENSG00000232274.2,0,0,1,1
ENSG00000230850.3,0,0,1,1
ENSG00000237291.2,0,0,1,1
ENSG00000232336.1,0,0,1,1
ENSG00000225278.3,0,0,1,1
ENSG00000242569.3,0,0,1,1
ENSG00000185044.10,0,0,1,1
ENSG00000238261.5,0,0,1,1
ENSG00000226897.1,0,0,1,1
ENSG00000235566.2,0,0,1,1
ENSG00000223804.1,0,0,1,1
ENSG00000231734.4,0,0,1,1
ENSG00000226637.1,0,0,1,1
ENSG00000289318.2_2,0,0,1,1
ENSG00000224363.1,0,0,0,1
ENSG00000290903.1_2,0,0,1,1
ENSG00000281741.2_9,0,0,0,0
ENSG00000281571.2_6,0,0,0,0
ENSG00000289614.2_2,0,0,0,0
ENSG00000254539.1_11,0,0,1,1
ENSG00000255148.2_8,0,0,0,0
ENSG00000289642.1_1,0,0,0,0
ENSG00000254913.1_11,0,0,0,0
ENSG00000290999.1_2,0,0,0,0
ENSG00000291233.1_2,0,0,0,0
ENSG00000272755.1_10,0,0,0,0
ENSG00000272709.1,0,0,1,1
ENSG00000276509.1_10,0,0,1,1
ENSG00000233396.9_13,0,0,0,1
ENSG00000287190.1_3,0,0,1,1
ENSG00000278431.1_10,0,0,0,0
ENSG00000234222.6_15,0,0,0,0
ENSG00000244619.2_11,0,0,0,0
ENSG00000235702.1,0,0,1,1
ENSG00000286620.1_4,0,0,1,1
ENSG00000287374.1_6,0,0,1,1
ENSG00000291005.1_2,0,0,0,0
ENSG00000227733.4,0,0,0,1
ENSG00000234225.2_12,0,0,1,1
ENSG00000237188.5_12,0,0,0,0
ENSG00000271721.1,0,0,0,0
ENSG00000278811.4_9,0,0,0,0
ENSG00000289419.1_1,0,0,0,0
ENSG00000227139.1_8,0,0,1,1
ENSG00000274415.1_11,0,0,0,0
ENSG00000234190.1_8,0,0,1,1
ENSG00000290705.1_2,0,0,1,1
ENSG00000273059.1_9,0,0,1,1
ENSG00000274372.5_6,0,0,1,1
ENSG00000232265.8_17,0,0,0,0
ENSG00000226335.2,0,0,1,1
ENSG00000234283.1_8,0,0,1,1
ENSG00000231196.3,0,0,0,1
ENSG00000238107.1_10,0,0,1,1
ENSG00000244252.1,0,0,1,1
ENSG00000224481.4_10,0,0,1,1
ENSG00000272824.1_12,0,0,1,1
ENSG00000291232.1_2,0,0,1,1
ENSG00000280649.2_10,0,0,1,1
ENSG00000276216.1_8,0,0,1,1
ENSG00000236140.1,0,0,0,1
ENSG00000237253.1,0,0,1,1
ENSG00000237343.1,0,0,0,1
ENSG00000287979.1_5,0,0,1,1
ENSG00000235887.2_10,0,0,1,1
ENSG00000288905.2_2,0,0,1,1
ENSG00000232527.3,0,0,0,1
ENSG00000232721.3_10,0,0,1,1
ENSG00000226067.2,0,0,0,1
ENSG00000233430.2,0,0,1,1
ENSG00000290735.1_1,0,0,0,0
ENSG00000230186.3_10,0,0,0,0
ENSG00000268544.1,0,0,1,1
ENSG00000233368.2,0,0,1,1
ENSG00000275557.1_11,0,0,1,1
ENSG00000269614.1,0,0,1,1
ENSG00000229801.1,0,0,1,1
ENSG00000232151.5,0,0,1,1
ENSG00000290790.1_2,0,0,0,0
ENSG00000290904.1_2,0,0,0,0
ENSG00000223759.2,0,0,0,0
ENSG00000233030.2_11,0,0,0,0
ENSG00000264207.1,0,0,0,1
ENSG00000290791.1_1,0,0,0,0
ENSG00000290792.1_1,0,0,1,1
ENSG00000285184.5_9,0,0,0,0
ENSG00000285554.1_5,0,0,1,1
ENSG00000276110.1_11,0,0,0,0
ENSG00000289041.1_1,0,0,1,1
ENSG00000228126.1_6,0,1,0,1
ENSG00000237781.3_10,0,0,0,0
ENSG00000203804.5_8,0,0,0,0
ENSG00000289457.2_2,0,0,0,0
ENSG00000290074.1_1,0,0,1,1
ENSG00000288880.2_2,0,0,1,1
ENSG00000259357.2_10,0,0,0,0
ENSG00000231073.1_8,0,0,0,0
ENSG00000261168.1_8,0,0,1,1
ENSG00000289288.2_2,0,0,1,1
ENSG00000232671.8_13,0,0,0,0
ENSG00000273481.1_11,0,0,1,1
ENSG00000224645.1_8,0,0,0,0
ENSG00000237976.2_10,0,0,0,0
ENSG00000232536.1_9,0,0,0,0
ENSG00000250734.2_11,0,0,0,0
ENSG00000227045.1_8,0,0,0,0
ENSG00000269621.1_9,0,0,0,0
ENSG00000249602.1_12,0,0,0,0
ENSG00000232937.1_9,0,0,0,0
ENSG00000268288.1_9,0,0,0,0
ENSG00000203288.6_11,0,1,0,0
ENSG00000269489.1_8,0,0,1,1
ENSG00000234614.1_7,0,0,0,0
ENSG00000285651.1_4,0,0,0,0
ENSG00000286581.1_5,0,0,1,1
ENSG00000229021.2_11,0,0,0,0
ENSG00000226716.1_8,0,0,1,1
ENSG00000237975.7_14,0,0,0,0
ENSG00000236427.1_11,0,0,1,1
ENSG00000289062.2_2,0,0,0,0
ENSG00000224308.1_9,0,0,0,0
ENSG00000229699.1_8,0,0,1,1
ENSG00000238279.3_9,0,0,0,0
ENSG00000285867.1_6,0,0,1,1
ENSG00000271853.5_11,0,0,0,0
ENSG00000272030.1_11,0,0,0,0
ENSG00000243613.1_11,0,0,0,0
ENSG00000233222.2_11,0,0,0,0
ENSG00000291199.1_1,0,0,0,0
ENSG00000284738.2_6,0,0,0,0
ENSG00000289935.1_1,0,0,0,0
ENSG00000282386.1_8,0,0,0,0
ENSG00000273026.1_8,0,0,0,0
ENSG00000272654.2_9,0,0,0,0
ENSG00000228013.1_9,0,0,0,0
ENSG00000273110.1_8,0,0,0,0
ENSG00000229780.1_7,0,0,0,0
ENSG00000286391.3_7,0,0,1,1
ENSG00000233875.1_10,0,0,0,0
ENSG00000287064.1_3,0,0,1,1
ENSG00000270361.1_10,0,0,1,1
ENSG00000271380.1_10,0,0,0,0
ENSG00000289103.2_2,0,0,1,1
ENSG00000232093.1_9,0,1,0,0
ENSG00000231064.9_13,0,0,0,0
ENSG00000236263.1_11,0,0,0,0
ENSG00000291137.1_2,0,0,0,0
ENSG00000225855.7_10,0,1,0,0
ENSG00000227773.1_9,0,0,0,0
ENSG00000235919.5_11,0,0,0,0
ENSG00000232519.2_11,0,0,0,0
ENSG00000287839.2_7,0,0,1,1
ENSG00000227673.1_10,0,0,0,0
ENSG00000273002.1_9,0,0,0,0
ENSG00000224276.1_8,0,0,0,0
ENSG00000285677.2_9,0,0,0,0
ENSG00000237390.1_8,0,0,1,1
ENSG00000125462.20_13,0,0,0,1
ENSG00000288835.1_1,0,0,1,1
ENSG00000289593.2_2,0,0,1,1
ENSG00000260460.1_8,0,0,1,1
ENSG00000272971.1_8,0,0,1,1
ENSG00000272068.1_7,0,0,0,1
ENSG00000272405.1_8,0,0,0,0
ENSG00000229953.1_11,0,0,0,0
ENSG00000237588.2_11,0,0,1,1
ENSG00000285570.1_4,0,0,0,0
ENSG00000223356.1_10,0,0,1,1
ENSG00000287624.1_5,0,0,0,0
ENSG00000290592.1_2,0,0,1,1
ENSG00000228239.1_10,0,0,1,1
ENSG00000271736.2_11,0,0,1,1
ENSG00000237189.1,0,0,0,1
ENSG00000227217.1_11,0,0,0,0
ENSG00000291226.1_1,0,0,1,1
ENSG00000226520.1_8,0,0,0,0
ENSG00000231666.7_9,0,0,1,1
ENSG00000176320.2_10,0,0,1,1
ENSG00000236656.1_12,0,0,0,0
ENSG00000225670.4_12,0,0,0,0
ENSG00000228560.1_11,0,0,0,0
ENSG00000224943.1_8,0,0,1,1
ENSG00000289484.1_1,0,0,0,0
ENSG00000288775.2_2,0,0,1,1
ENSG00000188004.11_13,0,0,0,0
ENSG00000272668.2_11,0,0,0,0
ENSG00000290105.1_1,0,0,0,0
ENSG00000287040.1_4,0,0,1,1
ENSG00000279430.1_9,0,0,0,0
ENSG00000224259.9_10,1,1,0,1
ENSG00000260766.1,0,0,0,0
ENSG00000225279.2_11,0,0,0,0
ENSG00000227741.1_10,0,0,0,0
ENSG00000228606.4_13,0,0,0,0
ENSG00000234425.1_8,0,0,0,0
ENSG00000228863.8_16,0,0,0,0
ENSG00000232188.1_10,0,0,1,1
ENSG00000198358.4_9,0,0,0,0
ENSG00000289121.1_1,0,0,1,1
ENSG00000228917.1_8,0,0,0,0
ENSG00000224985.1_10,0,0,0,0
ENSG00000290115.1_1,0,0,0,0
ENSG00000289106.2_2,0,0,0,0
ENSG00000288670.1_3,0,0,1,1
ENSG00000273075.1,0,0,1,1
ENSG00000289141.2_2,0,0,1,1
ENSG00000283696.1_8,0,0,1,1
ENSG00000288093.1_5,0,0,1,1
ENSG00000283360.1_10,0,0,1,1
ENSG00000283317.1_10,0,0,1,1
ENSG00000273112.1_9,0,1,0,0
ENSG00000289273.1_1,0,0,0,0
ENSG00000224515.1_10,0,0,0,0
ENSG00000234211.2_12,0,0,0,0
ENSG00000226889.4_13,0,0,0,0
ENSG00000227818.1_8,0,0,1,1
ENSG00000285636.2_7,0,0,0,0
ENSG00000227094.1_10,0,0,0,0
ENSG00000259788.1_8,0,0,1,1
ENSG00000272574.1_9,0,0,0,0
ENSG00000232892.1_8,0,0,0,0
ENSG00000232995.7_14,0,0,0,0
ENSG00000237756.1_10,0,0,0,0
ENSG00000269887.1_9,0,0,0,0
ENSG00000233693.1_10,0,0,0,0
ENSG00000271917.1_10,0,0,0,0
ENSG00000289408.2_2,0,0,1,1
ENSG00000224702.1_8,0,0,0,0
ENSG00000238022.2_10,0,0,0,0
ENSG00000237463.7_13,0,0,0,0
ENSG00000236206.2_10,0,0,1,1
ENSG00000273365.1_11,0,0,1,1
ENSG00000224358.1_8,0,0,0,0
ENSG00000236364.4_14,0,0,0,0
ENSG00000203307.2_8,0,0,0,0
ENSG00000230898.1_11,0,0,0,0
ENSG00000229588.3_10,0,0,0,0
ENSG00000225325.1_10,0,0,1,1
ENSG00000234142.2_9,0,0,1,1
ENSG00000290604.1_2,0,0,1,1
ENSG00000227907.1_8,0,0,0,0
ENSG00000231605.6_10,0,0,0,1
ENSG00000272205.2_8,0,0,1,1
ENSG00000272033.1_9,0,0,0,0
ENSG00000287218.1_3,0,0,0,0
ENSG00000233411.1_11,0,0,0,0
ENSG00000273160.1_11,0,0,0,0
ENSG00000241666.2_11,0,0,0,0
ENSG00000232194.1_8,0,0,0,0
ENSG00000228697.6_16,0,0,1,1
ENSG00000283255.1_11,0,0,1,1
ENSG00000285622.2_6,0,0,0,0
ENSG00000235736.1_10,0,0,1,1
ENSG00000225826.2_8,0,0,0,1
ENSG00000287831.1_3,0,0,1,1
ENSG00000203601.3_9,1,0,0,1
ENSG00000287282.1_3,0,0,1,1
ENSG00000237707.1_8,0,0,1,1
ENSG00000289466.1_1,0,0,0,0
ENSG00000235575.1_8,0,0,0,0
ENSG00000213062.5_10,0,0,1,1
ENSG00000230704.1_11,0,0,0,0
ENSG00000232959.1_8,0,0,0,0
ENSG00000233985.2_8,0,0,1,1
ENSG00000224286.6_9,0,0,0,1
ENSG00000231407.6_11,0,0,0,0
ENSG00000225545.1_10,0,0,1,1
ENSG00000235303.1_8,0,0,1,1
ENSG00000271811.1_9,0,0,0,0
ENSG00000231424.3_11,0,0,0,0
ENSG00000225243.5_10,0,0,0,0
ENSG00000233540.1_7,0,0,0,0
ENSG00000230630.5_11,0,1,0,0
ENSG00000287336.1_5,0,0,0,0
ENSG00000279061.1_7,0,0,1,1
ENSG00000224228.2_11,0,0,0,0
ENSG00000224000.1_9,0,0,1,1
ENSG00000226375.1_10,0,0,1,1
ENSG00000203739.6_13,0,0,0,0
ENSG00000238272.1_8,0,0,0,0
ENSG00000289426.1_1,0,0,0,0
ENSG00000234741.10_13,1,1,0,0
ENSG00000270084.2_9,0,0,0,1
ENSG00000236535.1_9,0,0,0,0
ENSG00000224977.2_10,0,0,1,1
ENSG00000227373.6_11,0,0,0,0
ENSG00000223525.1_7,0,0,0,0
ENSG00000229531.6_10,0,0,0,0
ENSG00000289425.1_1,0,0,0,0
ENSG00000287697.1_5,0,0,0,0
ENSG00000230687.1_10,0,0,1,1
ENSG00000260990.1_8,0,0,0,0
ENSG00000235628.1_9,0,0,0,0
ENSG00000224718.1_8,0,0,1,1
ENSG00000227740.2_11,0,0,1,1
ENSG00000228686.2_10,0,0,0,0
ENSG00000236021.4_12,0,0,1,1
ENSG00000286754.1_5,0,0,0,0
ENSG00000224968.4_10,0,0,0,1
ENSG00000227579.6_12,0,0,1,1
ENSG00000236720.2_8,0,0,1,1
ENSG00000254154.8_11,0,0,0,0
ENSG00000224687.2_9,0,0,0,1
ENSG00000285910.1_7,0,0,1,1
ENSG00000213057.5_7,0,0,0,0
ENSG00000273384.1_8,0,0,1,1
ENSG00000273062.1_8,0,0,0,0
ENSG00000289432.2_2,0,0,1,1
ENSG00000261250.1_10,0,0,0,0
ENSG00000261060.1_10,0,0,1,1
ENSG00000243062.6_11,0,0,1,1
ENSG00000229407.5_10,0,0,0,0
ENSG00000231966.1_10,0,0,1,1
ENSG00000272906.1_8,0,0,0,0
ENSG00000261831.2_11,0,0,1,1
ENSG00000260360.2_9,0,0,0,0
ENSG00000261817.1_10,0,0,1,1
ENSG00000236719.5_10,0,1,0,1
ENSG00000225857.5_8,0,0,1,1
ENSG00000243155.1_12,0,0,0,0
ENSG00000232586.1_10,0,0,0,0
ENSG00000289589.2_2,0,0,1,1
ENSG00000237292.1_6,0,0,1,1
ENSG00000225359.1_10,0,0,1,1
ENSG00000179452.2_6,0,0,1,1
ENSG00000288574.1_4,0,0,0,0
ENSG00000287452.2_5,0,0,1,1
ENSG00000224810.1_10,0,0,1,1
ENSG00000225982.1_8,0,0,1,1
ENSG00000228918.5_16,0,0,0,1
ENSG00000232309.2_11,0,0,1,1
ENSG00000289573.1_1,0,0,1,1
ENSG00000203729.8_8,0,0,0,0
ENSG00000261504.1_6,0,0,1,1
ENSG00000227181.1_6,0,0,1,1
ENSG00000287808.1_6,0,0,0,0
ENSG00000224468.3_10,0,1,0,0
ENSG00000287929.1_3,0,0,0,0
ENSG00000286372.1_3,0,0,0,0
ENSG00000232860.10_11,0,0,0,0
ENSG00000289099.1_1,0,0,1,1
ENSG00000286966.1_3,0,0,1,1
ENSG00000227554.1_10,0,0,0,0
ENSG00000289581.1_1,0,0,0,0
ENSG00000286655.1_5,0,0,0,0
ENSG00000231791.1_10,0,0,1,1
ENSG00000271387.1_9,0,0,1,1
ENSG00000230470.1_9,0,0,0,0
ENSG00000285847.2_7,0,0,0,0
ENSG00000290066.1_1,0,0,1,1
ENSG00000286378.1_3,0,0,1,1
ENSG00000260976.2_8,0,0,0,1
ENSG00000279838.1_9,0,0,1,1
ENSG00000273004.1_10,0,0,1,1
ENSG00000279401.1_9,0,0,1,1
ENSG00000228309.7_10,0,0,0,1
ENSG00000261729.2_11,0,0,1,1
ENSG00000224691.1_10,0,0,0,0
ENSG00000288078.1_3,0,0,1,1
ENSG00000229739.4_10,0,0,0,0
ENSG00000273198.1_9,0,0,1,1
ENSG00000288562.1_5,0,0,1,1
ENSG00000273129.3_8,0,0,0,0
ENSG00000230426.5_10,0,0,0,1
ENSG00000285894.2_6,0,0,1,1
ENSG00000261182.1_8,0,0,1,1
ENSG00000225006.1_8,0,0,1,1
ENSG00000237283.2_12,0,0,1,1
ENSG00000238054.3_11,0,0,1,1
ENSG00000226486.2_8,0,0,0,1
ENSG00000232212.1_6,0,0,1,1
ENSG00000238270.1_11,0,0,1,1
ENSG00000287472.1_3,0,0,1,1
ENSG00000225811.1_8,0,0,0,0
ENSG00000237457.6_8,0,0,0,1
ENSG00000241505.1_9,0,0,1,1
ENSG00000231175.1_7,0,0,1,1
ENSG00000285638.1_6,0,0,1,1
ENSG00000261642.1_8,0,0,1,1
ENSG00000233882.2_9,0,0,1,1
ENSG00000228215.3_10,0,0,1,1
ENSG00000223344.1_10,0,0,1,1
ENSG00000285280.2_8,0,0,0,0
ENSG00000236069.2_12,0,0,1,1
ENSG00000289995.1_1,0,0,1,1
ENSG00000232077.2_8,0,0,0,1
ENSG00000286285.1_3,0,0,1,1
ENSG00000227240.2_12,0,0,1,1
ENSG00000288950.1_1,0,0,1,1
ENSG00000226640.2_10,0,0,1,1
ENSG00000237011.1_11,0,0,1,1
ENSG00000231714.1_8,0,0,1,1
ENSG00000285718.2_7,0,0,1,1
ENSG00000287364.1_5,0,0,1,1
ENSG00000227421.2_9,0,0,1,1
ENSG00000290127.1_1,0,0,1,1
ENSG00000230260.1_10,0,0,0,0
ENSG00000224901.1_10,0,0,0,0
ENSG00000287989.1_5,0,0,1,1
ENSG00000223881.2_11,0,0,1,1
ENSG00000261573.1_10,0,0,0,0
ENSG00000229989.6_9,0,0,0,1
ENSG00000225172.6_10,0,0,1,1
ENSG00000233410.1_8,0,0,1,1
ENSG00000235492.1_6,0,0,0,1
ENSG00000286541.1_5,0,0,1,1
ENSG00000231718.1_9,0,0,1,1
ENSG00000290125.1_1,0,0,1,1
ENSG00000203721.8_11,0,0,0,1
ENSG00000273093.1_8,0,0,1,1
ENSG00000230623.8_12,0,0,0,0
ENSG00000282849.1_10,0,0,1,1
ENSG00000260088.1_8,0,0,0,0
ENSG00000229191.1_8,0,0,1,1
ENSG00000234132.2_10,0,0,0,0
ENSG00000229821.1_10,0,0,0,0
ENSG00000286600.1_6,0,0,0,0
ENSG00000282221.1_8,0,0,0,0
ENSG00000224818.1_11,0,0,0,0
ENSG00000224536.2_12,0,0,0,0
ENSG00000236390.1_10,0,0,0,0
ENSG00000231871.5_10,0,0,0,0
ENSG00000235121.1_11,0,0,0,0
ENSG00000223774.5_8,0,0,0,0
ENSG00000234678.2_10,1,1,0,0
ENSG00000249007.1_11,1,0,0,0
ENSG00000226862.1_8,0,0,0,0
ENSG00000225620.1_8,0,0,0,0
ENSG00000260021.1_10,0,0,1,1
ENSG00000228288.9_11,0,1,0,1
ENSG00000291234.1_1,0,0,1,1
ENSG00000290909.1_1,0,0,1,1
ENSG00000234775.2_11,0,0,0,0
ENSG00000224671.2_11,0,0,0,0
ENSG00000231507.4_10,0,0,0,0
ENSG00000288925.1_1,0,0,1,1
ENSG00000233791.7_12,0,0,0,1
ENSG00000286383.2_6,0,0,1,1
ENSG00000176754.13_10,0,0,0,1
ENSG00000286572.1_6,0,0,0,0
ENSG00000261065.1_8,0,0,0,0
ENSG00000230550.2_11,0,1,0,0
ENSG00000231691.2_11,0,0,0,0
ENSG00000280924.1_4,1,0,0,0
ENSG00000226330.1_10,0,0,0,0
ENSG00000288934.2_2,0,0,0,0
ENSG00000240710.1_8,0,1,0,1
